index,title,type,release_year,age_certification,runtime,imdb_score,imdb_votes
1819,I Am Not Your Negro,MOVIE,2017,R,93,7.9,21632
1820,Black Spot,SHOW,2017,TV-MA,55,7.4,10705
1821,Rust Valley Restorers,SHOW,2018,TV-14,45,7.8,2732
1822,Bird Box,MOVIE,2018,R,124,6.6,325194
1823,Everything Sucks!,SHOW,2018,TV-14,24,7.5,18023
1824,The Zookeeper's Wife,MOVIE,2017,PG-13,122,7,42808
1825,Bad Blood,SHOW,2017,TV-14,46,7.5,9593
1826,Five Came Back,SHOW,2017,TV-MA,65,8.3,4600
1827,Outlaw King,MOVIE,2018,R,121,6.9,69834
1828,Queer Eye,SHOW,2018,TV-14,47,8.5,18147
1829,Veronica,MOVIE,2017,R,105,6.2,40254
1830,James Acaster: Repertoire,SHOW,2018,TV-14,52,8.4,3545
1831,The Keepers,SHOW,2017,TV-MA,56,7.6,14
1832,Beirut,MOVIE,2018,R,109,6.4,21843
1833,The Night Comes for Us,MOVIE,2018,R,121,6.9,25500
1834,13 Reasons Why,SHOW,2017,TV-MA,58,7.5,282373
1835,Pine Gap,SHOW,2018,TV-MA,56,7.2,4772
1836,Destination Wedding,MOVIE,2018,R,84,6,28933
1837,Nightflyers,SHOW,2018,TV-MA,44,5.8,13103
1838,Cam,MOVIE,2018,,95,5.9,31042
1839,Black Lightning,SHOW,2018,TV-14,42,6.1,24646
1840,The Meyerowitz Stories (New and Selected),MOVIE,2017,,112,6.9,47971
1841,Malevolent,MOVIE,2018,,89,4.8,13290
1842,The Babysitter,MOVIE,2017,R,85,6.4,86953
1843,When We First Met,MOVIE,2018,PG-13,97,6.4,48215
1844,Extinction,MOVIE,2018,R,96,5.8,51781
1845,To All the Boys I've Loved Before,MOVIE,2018,PG-13,100,7.1,101175
1846,Troy: Fall of a City,SHOW,2018,TV-MA,58,3.9,13677
1847,Cargo,MOVIE,2017,,105,6.3,42722
1848,The Dragon Prince,SHOW,2018,TV-Y7,27,8.4,21635
1849,Dear White People,SHOW,2017,TV-MA,29,6.1,24863
1850,Everybody Knows,MOVIE,2018,R,132,6.9,34009
1851,VeggieTales in the City,SHOW,2017,TV-Y,23,5.7,110
1852,Requiem,SHOW,2018,TV-MA,58,6.4,6421
1853,Wormwood,SHOW,2017,TV-14,43,7,4181
1854,Perfume,SHOW,2018,TV-MA,29,7.1,8536
1855,The Guernsey Literary & Potato Peel Pie Society,MOVIE,2018,,124,7.3,44917
1856,1922,MOVIE,2017,,102,6.2,60982
1857,Evil Genius,SHOW,2018,TV-MA,48,7.5,27516
1858,Home Again,MOVIE,2017,PG-13,97,5.8,31620
1859,Mudbound,MOVIE,2017,R,120,7.4,47676
1860,The Book of Henry,MOVIE,2017,PG-13,105,6.5,27052
1861,Explained,SHOW,2018,TV-MA,21,8,8831
1862,"Jim & Andy: The Great Beyond - Featuring a Very Special, Contractually Obligated Mention of Tony Clifton",MOVIE,2017,,94,7.7,25593
1863,Cells at Work!,SHOW,2018,TV-14,23,7.5,2206
1864,She-Ra and the Princesses of Power,SHOW,2018,TV-Y7,24,7.8,14935
1865,Stranger,SHOW,2017,TV-MA,64,8.5,7645
1866,The Rain,SHOW,2018,TV-MA,43,7.3,616
1867,The Innocent Man,SHOW,2018,TV-MA,47,7.3,5883
1868,Berlin Syndrome,MOVIE,2017,R,116,6.2,24733
1869,Anon,MOVIE,2018,R,100,6.1,42608
1870,Rascal Does Not Dream of Bunny Girl Senpai,SHOW,2018,TV-14,25,8.1,10400
1871,Replicas,MOVIE,2018,PG-13,107,5.5,37340
1872,Private Life,MOVIE,2018,R,123,7.2,19023
1873,Beyond Skyline,MOVIE,2017,R,105,5.3,21540
1874,A Futile and Stupid Gesture,MOVIE,2018,,101,6.7,15750
1875,Mirai,MOVIE,2018,PG,98,7,14983
1876,The Strangers: Prey at Night,MOVIE,2018,,85,5.2,30499
1877,Dirty Money,SHOW,2018,TV-14,63,8.1,9099
1878,Tidelands,SHOW,2018,TV-MA,42,6.8,7727
1879,Hilda,SHOW,2018,TV-Y7,25,8.5,10162
1880,Friends from College,SHOW,2017,TV-MA,30,6.9,20242
1881,King of Thieves,MOVIE,2018,R,108,5.5,14081
1882,Hold the Dark,MOVIE,2018,,125,5.6,36500
1883,My Little Pony: Equestria Girls,SHOW,2017,TV-Y,24,6.4,642
1884,Insatiable,SHOW,2018,TV-MA,46,6.5,27275
1885,Black Mirror: Bandersnatch,MOVIE,2018,R,90,7.1,123377
1886,Better Than Us,SHOW,2018,TV-MA,52,7.3,8711
1887,Cable Girls,SHOW,2017,TV-MA,50,7.6,13855
1888,Sick Note,SHOW,2017,TV-MA,24,6.8,7173
1889,RBG,MOVIE,2018,PG,98,7.6,14037
1890,BÄhubali 2: The Conclusion,MOVIE,2017,,168,8.2,91560
1891,The Perfection,MOVIE,2018,,90,6.1,41508
1892,The Discovery,MOVIE,2017,,102,6.2,33579
1893,MEGALOBOX,SHOW,2018,TV-MA,24,7.8,3144
1894,The Kindergarten Teacher,MOVIE,2018,R,96,6.7,15683
1895,Wheelman,MOVIE,2017,R,82,6.4,19951
1896,Mirage,MOVIE,2018,R,129,7.4,52657
1897,Set It Up,MOVIE,2018,PG-13,105,6.5,49880
1898,An Evening with Beverly Luff Linn,MOVIE,2018,R,108,5.8,5457
1899,Transformers: Cyberverse,SHOW,2018,TV-Y7,11,6.5,350
1900,The Delivery Boy,MOVIE,2018,,66,6.2,74
1901,Wanderlust,SHOW,2018,TV-MA,57,7,5225
1902,Jack Whitehall: Travels with My Father,SHOW,2017,TV-MA,46,7.6,5388
1903,Little Italy,MOVIE,2018,R,102,5.7,14492
1904,Teasing Master Takagi-san,SHOW,2018,TV-PG,24,7.7,2030
1905,The Boss Baby: Back in Business,SHOW,2018,TV-G,23,6.4,3595
1906,The Outsider,MOVIE,2018,R,120,6.2,25223
1907,My Next Guest Needs No Introduction With David Letterman,SHOW,2018,TV-MA,55,7.9,5194
1908,Skins,MOVIE,2017,,78,6.1,5686
1909,Hannah Gadsby: Nanette,MOVIE,2018,,69,8.1,12035
1910,Banana Split,MOVIE,2018,R,88,6.2,3190
1911,Scissor Seven,SHOW,2018,TV-PG,15,8.5,297
1912,Damnation,SHOW,2017,TV-MA,43,7.6,8111
1913,Creep 2,MOVIE,2017,R,80,6.4,24468
1914,Dumplin',MOVIE,2018,PG-13,110,6.5,33206
1915,Shirkers,MOVIE,2018,,96,7.4,5020
1916,The After Party,MOVIE,2018,,89,5.7,4348
1917,Red Joan,MOVIE,2018,R,101,6.4,12124
1918,Mute,MOVIE,2018,R,126,5.4,34788
1919,The Magic School Bus Rides Again,SHOW,2017,TV-Y,25,6.2,812
1920,Hell Fest,MOVIE,2018,R,89,5.5,16610
1921,Small Town Crime,MOVIE,2018,R,91,6.6,11167
1922,Adrift,MOVIE,2018,PG-13,96,6.6,54750
1923,Cathedral of the Sea,SHOW,2018,TV-MA,57,7.4,4292
1924,Haunted,SHOW,2018,TV-MA,25,4.6,3150
1925,Happy as Lazzaro,MOVIE,2018,PG-13,125,7.5,17716
1926,A Bad Moms Christmas,MOVIE,2017,R,104,5.6,49478
1927,A-X-L,MOVIE,2018,PG-13,98,5.3,11785
1928,The Other Side of the Wind,MOVIE,2018,R,122,6.7,7104
1929,Dave Chappelle,SHOW,2017,,60,8.7,2753
1930,Ravenous,MOVIE,2017,,104,5.8,9154
1931,Salt Fat Acid Heat,SHOW,2018,,40,7.7,2419
1932,Great News,SHOW,2017,TV-PG,21,7,6810
1933,Dark Tourist,SHOW,2018,TV-MA,41,7.5,7158
1934,22-Jul,MOVIE,2018,R,143,6.8,33246
1935,Abstract: The Art of Design,SHOW,2017,TV-14,45,8.4,5306
1936,Victoria & Abdul,MOVIE,2017,PG-13,112,6.8,35458
1937,Bakugan: Battle Planet,SHOW,2018,TV-Y7,20,5.1,220
1938,May the Devil Take You,MOVIE,2018,R,110,5.9,4209
1939,Kakegurui,SHOW,2017,TV-14,24,7.2,8547
1940,Numberblocks,SHOW,2017,TV-Y,5,8.6,198
1941,Dogs,SHOW,2018,TV-PG,50,8,1269
1942,The Forest,SHOW,2017,TV-MA,52,7.2,10137
1943,Buster's Mal Heart,MOVIE,2017,,96,6.2,10490
1944,Zoids Wild,SHOW,2018,TV-Y7,21,6,25
1945,Death Note,MOVIE,2017,NC-17,101,4.5,83519
1946,Mr. Sunshine,SHOW,2018,TV-MA,76,8.7,6855
1947,Bright,MOVIE,2017,R,117,6.3,183841
1948,The Incredible Jessica James,MOVIE,2017,,83,6.5,7496
1949,The Kissing Booth,MOVIE,2018,,105,5.9,81639
1950,Handsome Devil,MOVIE,2017,,95,7,13708
1951,Hotel Transylvania: The Series,SHOW,2017,TV-Y7,16,5.5,694
1952,Sand Castle,MOVIE,2017,,113,6.3,22854
1953,My Mister,SHOW,2018,TV-14,79,9.2,5481
1954,Magic for Humans,SHOW,2018,TV-14,24,7.1,3316
1955,Bill Nye Saves the World,SHOW,2017,TV-14,30,3.5,7233
1956,1983,SHOW,2018,TV-MA,57,6.8,4173
1957,Errementari: The Blacksmith and the Devil,MOVIE,2018,,98,6.4,11561
1958,Holy Camp!,MOVIE,2017,,109,6.2,3986
1959,"Game Over, Man!",MOVIE,2018,R,100,5.4,29773
1960,Forgotten,MOVIE,2017,,109,7.4,29804
1961,Piercing,MOVIE,2018,R,82,5.5,7534
1962,Unit 42,SHOW,2017,,48,7,2311
1963,Innocent,SHOW,2017,TV-14,51,8.4,17727
1964,Black Earth Rising,SHOW,2018,TV-MA,59,7.4,4790
1965,On Body and Soul,MOVIE,2017,,116,7.5,27003
1966,Mowgli: Legend of the Jungle,MOVIE,2018,PG-13,105,6.5,60870
1967,No Escape Room,MOVIE,2018,,85,5,4277
1968,I Am a Killer,SHOW,2018,TV-MA,46,7.4,3937
1969,Goon: Last of the Enforcers,MOVIE,2017,R,101,5.8,13476
1970,Nailed It!,SHOW,2018,TV-PG,33,7.4,4682
1971,Aggretsuko,SHOW,2018,TV-14,16,8,6005
1972,Immortals,SHOW,2018,TV-MA,28,5.4,3087
1973,Ricky Gervais: Humanity,MOVIE,2018,R,79,7.9,18523
1974,Trolls Holiday,MOVIE,2017,PG,26,6.2,2725
1975,To the Bone,MOVIE,2017,,107,6.8,47025
1976,On My Block,SHOW,2018,TV-14,29,7.9,15642
1977,Sunderland 'Til I Die,SHOW,2018,TV-MA,41,8.1,7943
1978,Gypsy,SHOW,2017,TV-MA,59,6.8,16133
1979,The Bar,MOVIE,2017,,102,6.3,25934
1980,Siberia,MOVIE,2018,R,105,4.3,15038
1981,Alexa & Katie,SHOW,2018,TV-Y7,25,7.4,4687
1982,Woodshock,MOVIE,2017,R,100,4.2,1933
1983,War Machine,MOVIE,2017,R,122,6,45972
1984,Illang: The Wolf Brigade,MOVIE,2018,R,140,5.9,5073
1985,Security,MOVIE,2017,R,87,5.7,18618
1986,Newness,MOVIE,2017,,112,6.3,16459
1987,Bitter Daisies,SHOW,2018,,71,7.2,3274
1988,The Breaker Upperers,MOVIE,2018,,82,5.9,6008
1989,Joan Didion: The Center Will Not Hold,MOVIE,2017,,92,7.4,2596
1990,Clive Davis: The Soundtrack of Our Lives,MOVIE,2017,PG-13,123,7.5,950
1991,Life Sentence,SHOW,2018,TV-14,42,6.4,3855
1992,Cry Babies Magic Tears,SHOW,2018,TV-Y,12,4.8,36
1993,She's Gotta Have It,SHOW,2017,TV-MA,32,6.8,4624
1994,The Toys That Made Us,SHOW,2017,TV-14,45,8,5545
1995,The Standups,SHOW,2017,TV-MA,30,6.6,1225
1996,Baby,SHOW,2018,TV-MA,45,6.8,10990
1997,Unsolved: The Murders of Tupac and The Notorious B.I.G.,SHOW,2018,TV-MA,45,7.8,7651
1998,Disjointed,SHOW,2017,TV-MA,27,6.8,9980
1999,We the Animals,MOVIE,2018,R,94,6.9,4181
2000,Spirit: Riding Free,SHOW,2017,TV-Y7,23,6.6,993
2001,Welcome Home,MOVIE,2018,R,97,5.2,7387
2002,Midnight Sun,MOVIE,2018,PG-13,91,6.6,29565
2003,Unicorn Store,MOVIE,2017,,92,5.5,19140
2004,Tau,MOVIE,2018,R,97,5.8,30611
2005,Brain on Fire,MOVIE,2017,PG-13,95,6.6,21164
2006,White Gold,SHOW,2017,TV-MA,29,7.4,10981
2007,Voice,SHOW,2017,TV-14,63,7.5,1949
2008,The Good Cop,SHOW,2018,TV-PG,49,6.9,5620
2009,If I Leave Here Tomorrow: A Film About Lynyrd Skynyrd,MOVIE,2018,,94,7.9,1285
2010,Bathtubs Over Broadway,MOVIE,2018,PG-13,87,7.6,1065
2011,Record of Grancrest War,SHOW,2018,TV-14,24,7.1,893
2012,Hitler's Circle of Evil,SHOW,2018,TV-14,52,8,4241
2013,What the Health,MOVIE,2017,,97,7.4,28911
2014,Rotten,SHOW,2018,TV-MA,56,7.2,3675
2015,Duck Butter,MOVIE,2018,,94,5.3,3909
2016,Because This Is My First Life,SHOW,2017,TV-14,56,8.2,4168
2017,The Long Dumb Road,MOVIE,2018,R,90,6.1,3172
2018,Abby Hatcher,SHOW,2018,TV-Y,20,6.1,163
2019,Unauthorized Living,SHOW,2018,TV-MA,76,7.4,4555
2020,LEGO Friends: Girls on a Mission,SHOW,2018,TV-Y,11,7.7,106
2021,Tabula Rasa,SHOW,2017,TV-MA,52,8,10161
2022,Murder Mountain,SHOW,2018,TV-MA,49,6.8,3045
2023,Nicky Jam: El Ganador,SHOW,2018,,44,7.7,1129
2024,SKY Castle,SHOW,2018,TV-MA,68,8.6,2835
2025,Sisters,SHOW,2017,TV-14,36,7.5,1729
2026,Suburra: Blood on Rome,SHOW,2017,TV-MA,48,7.9,14346
2027,Bill Nye: Science Guy,MOVIE,2017,,95,6.5,1208
2028,Mr. Roosevelt,MOVIE,2017,,90,6.2,3320
2029,John Mulaney: Kid Gorgeous at Radio City,MOVIE,2018,R,65,7.9,7696
2030,Win It All,MOVIE,2017,,88,6.2,9108
2031,Norm Macdonald Has a Show,SHOW,2018,,35,8.6,3473
2032,Andhadhun,MOVIE,2018,R,139,8.2,88359
2033,Just Between Lovers,SHOW,2017,TV-14,73,8.2,1872
2034,The Epic Tales of Captain Underpants,SHOW,2018,TV-Y7,24,6.7,879
2035,Ugly Delicious,SHOW,2018,TV-MA,51,7.8,3505
2036,The House of Flowers,SHOW,2018,TV-MA,31,7.6,7722
2037,In Darkness,MOVIE,2018,,110,5.7,13098
2038,Shimmer Lake,MOVIE,2017,,83,6.3,14098
2039,Somewhere Between,SHOW,2017,TV-14,42,6.2,5746
2040,Hot Date,SHOW,2017,TV-MA,19,7.1,616
2041,The Debt Collector,MOVIE,2018,,96,5.8,7344
2042,Orbiter 9,MOVIE,2017,,95,5.9,7586
2043,Day of the Dead: Bloodline,MOVIE,2017,R,90,3.4,11841
2044,Lovesong,MOVIE,2017,,85,6.3,4908
2045,Lawless Lawyer,SHOW,2018,TV-14,64,7.7,1572
2046,Reversing Roe,MOVIE,2018,,99,7.5,1281
2047,First They Killed My Father,MOVIE,2017,R,136,7.2,17871
2048,The Titan,MOVIE,2018,R,97,4.8,30698
2049,Welcome to the Family,SHOW,2018,TV-MA,48,6.6,442
2050,Llama Llama,SHOW,2018,TV-Y,15,6.5,270
2051,Borderliner,SHOW,2017,TV-MA,49,6.8,3999
2052,Girlfriend's Day,MOVIE,2017,,70,5.2,4197
2053,Animal Crackers,MOVIE,2017,PG,105,5.8,3352
2054,A Korean Odyssey,SHOW,2017,TV-MA,75,8,4535
2055,Dude,MOVIE,2018,,90,5.2,6873
2056,My Happy Family,MOVIE,2017,,119,7.4,3826
2057,Unrest,MOVIE,2017,,97,7.6,2904
2058,iBoy,MOVIE,2017,,90,6,22594
2059,Ibiza,MOVIE,2018,,94,5.2,17194
2060,The Resurrection of Gavin Stone,MOVIE,2017,PG,91,6.2,2233
2061,Power Rangers Ninja Steel,SHOW,2017,TV-Y7,24,6.1,862
2062,Strong Island,MOVIE,2017,,107,6.4,3849
2063,Bad Genius,MOVIE,2017,PG-13,130,7.6,20430
2064,Cloudy with a Chance of Meatballs,SHOW,2017,TV-Y7,11,3.4,750
2065,Man Like Mobeen,SHOW,2017,TV-MA,22,8,2664
2066,Godzilla: The Planet Eater,MOVIE,2018,PG,90,5,4158
2067,Blame!,MOVIE,2017,PG-13,106,6.6,7968
2068,Granblue Fantasy: The Animation,SHOW,2017,TV-14,23,6.4,391
2069,Bullet Head,MOVIE,2017,R,93,5.4,9954
2070,Meteor Garden,SHOW,2018,TV-14,45,7.9,3921
2071,Wolf,SHOW,2018,TV-MA,80,8.1,7426
2072,Fallet,SHOW,2017,TV-MA,28,6.8,1873
2073,The Photographer of Mauthausen,MOVIE,2018,R,111,6.7,10466
2074,The Hollow,SHOW,2018,TV-Y7,24,7.1,4198
2075,The Mire,SHOW,2018,TV-MA,51,7,4312
2076,The Most Hated Woman in America,MOVIE,2017,,91,6.1,6540
2077,GHOUL,SHOW,2018,TV-MA,46,8,6
2078,Transformers: Rescue Bots Academy,SHOW,2018,TV-Y,12,6,100
2079,River's Edge,MOVIE,2018,,118,6.2,942
2080,Hero Mask,SHOW,2018,TV-14,24,6.1,657
2081,The Fix,SHOW,2018,TV-MA,29,7,1895
2082,Godzilla: Planet of the Monsters,MOVIE,2017,PG-13,89,6,8451
2083,The Beauty Inside,SHOW,2018,TV-14,68,7.6,1889
2084,Fate/Apocrypha,SHOW,2017,TV-14,24,6.6,2259
2085,Girl,MOVIE,2018,R,105,7.1,14046
2086,Acts of Vengeance,MOVIE,2017,R,87,5.7,11971
2087,The Casketeers,SHOW,2018,TV-14,22,7.5,450
2088,The Guest,SHOW,2018,TV-MA,66,8.1,1537
2089,Bleach,MOVIE,2018,PG-13,108,6.4,11406
2090,Rainbow Rangers,SHOW,2018,TV-Y,22,5.8,187
2091,Our Souls at Night,MOVIE,2017,,101,6.9,13360
2092,Psychokinesis,MOVIE,2018,,101,5.9,5519
2093,"Oh, Hello on Broadway",MOVIE,2017,,102,7.7,3106
2094,The Mechanism,SHOW,2018,TV-MA,47,8,36077
2095,Mob Psycho 100,SHOW,2018,,24,5.2,509
2096,Birth of the Dragon,MOVIE,2017,PG-13,120,5.6,8112
2097,Little Evil,MOVIE,2017,,94,5.7,21009
2098,Gaga: Five Foot Two,MOVIE,2017,,100,7,12825
2099,Memories of the Alhambra,SHOW,2018,TV-MA,68,7.8,5363
2100,Barbie: Dreamhouse Adventures,SHOW,2018,TV-Y,22,6.7,525
2101,Fullmetal Alchemist,MOVIE,2017,PG-13,135,5.2,19493
2102,Ad Vitam,SHOW,2018,TV-MA,52,6.4,1625
2103,The Angel,MOVIE,2018,,114,6.6,14013
2104,Patriot Act with Hasan Minhaj,SHOW,2018,TV-MA,25,8.2,7222
2105,Benji,MOVIE,2018,PG,87,6.3,4544
2106,Signs,SHOW,2018,TV-MA,46,6.4,1608
2107,White Fang,MOVIE,2018,PG,87,6.9,3634
2108,B: The Beginning,SHOW,2018,TV-MA,25,7.1,4803
2109,Sugar Rush,SHOW,2018,TV-PG,51,7,1508
2110,The Resistance Banker,MOVIE,2018,R,124,6.9,9273
2111,El Chapo,SHOW,2017,TV-MA,44,7.8,17992
2112,Sacred Games,SHOW,2018,TV-MA,50,8.6,85088
2113,The Worst Witch,SHOW,2017,TV-Y7,27,7.2,2375
2114,The Confession Tapes,SHOW,2017,TV-MA,43,7.5,5340
2115,Thieves of the Wood,SHOW,2018,TV-MA,47,6.8,2533
2116,The Land of Steady Habits,MOVIE,2018,,98,6.2,7566
2117,Girl from Nowhere,SHOW,2018,TV-MA,44,7.6,3979
2118,Afflicted,SHOW,2018,TV-MA,42,5.1,1119
2119,Dope,SHOW,2017,TV-MA,48,7.3,1643
2120,Paradise PD,SHOW,2018,TV-MA,27,6.8,17779
2121,Thus Spoke Kishibe Rohan,SHOW,2017,TV-MA,24,7.6,1131
2122,Steve Martin and Martin Short: An Evening You Will Forget for the Rest of Your Life,MOVIE,2018,,74,7.1,2556
2123,Welcome to Waikiki,SHOW,2018,TV-MA,64,8.3,2038
2124,The Inmate,SHOW,2018,TV-MA,53,6.9,2641
2125,The Innocents,SHOW,2018,TV-MA,46,6.2,5784
2126,Clinical,MOVIE,2017,,104,5.1,7904
2127,CharitÃ©,SHOW,2017,TV-MA,49,7.8,3274
2128,The Battleship Island,MOVIE,2017,PG-13,132,7.1,7005
2129,Instant Hotel,SHOW,2018,TV-MA,49,7.3,1482
2130,Myths & Monsters,SHOW,2017,TV-PG,43,7.8,811
2131,Erased,SHOW,2017,TV-14,28,7.8,3596
2132,The Hook Up Plan,SHOW,2018,TV-14,28,7.2,5212
2133,Kiss Me First,SHOW,2018,TV-MA,47,6.2,3874
2134,Lu Over the Wall,MOVIE,2017,PG,107,6.8,2189
2135,November 13: Attack on Paris,SHOW,2018,TV-MA,54,8.3,3105
2136,Life,SHOW,2018,,64,7.6,688
2137,Hampstead,MOVIE,2017,PG-13,102,6,6254
2138,Reprisal,MOVIE,2018,R,89,4.2,7248
2139,Like Father,MOVIE,2018,R,103,6.1,21202
2140,MILF,MOVIE,2018,,96,4.8,6047
2141,The Bride of Habaek,SHOW,2017,TV-14,67,7.1,2501
2142,The Open House,MOVIE,2018,,94,3.2,33769
2143,Catfight,MOVIE,2017,,96,5.9,6251
2144,The New Legends of Monkey,SHOW,2018,TV-PG,25,6.4,4308
2145,Medal of Honor,SHOW,2018,TV-MA,55,8.2,1687
2146,"My Teacher, My Obsession",MOVIE,2018,,105,4.4,2289
2147,Take Me,MOVIE,2017,,83,6.1,5566
2148,MFKZ,MOVIE,2018,R,95,6.7,4263
2149,True and the Rainbow Kingdom,SHOW,2017,TV-Y,21,7.1,439
2150,Steel Rain,MOVIE,2017,,139,7.1,5434
2151,Something in the Rain,SHOW,2018,TV-MA,70,8.2,5654
2152,Sad Hill Unearthed,MOVIE,2017,,86,7.4,1593
2153,The Velvet Collection,SHOW,2017,TV-14,57,7.3,1376
2154,Zero,MOVIE,2018,,152,5.2,27208
2155,The Christmas Chronicles,MOVIE,2018,PG,104,7,71182
2156,Nothing to Hide,MOVIE,2018,,93,6.8,14876
2157,The Indian Detective,SHOW,2017,,43,6.6,3078
2158,Bonus Family,SHOW,2017,,44,2.3,15
2159,Serial Killer with Piers Morgan,SHOW,2017,TV-14,47,3.8,1394
2160,Patrick,MOVIE,2018,PG,94,6.2,150
2161,The Ottoman Lieutenant,MOVIE,2017,R,111,6.4,25582
2162,My Shy Boss,SHOW,2017,TV-MA,71,7.3,1537
2163,Gormiti,SHOW,2018,TV-Y,11,5.3,111
2164,Casting JonBenet,MOVIE,2017,,81,6.1,5384
2165,Selection Day,SHOW,2018,TV-14,25,7.4,2176
2166,The Protector,SHOW,2018,TV-MA,43,6.5,34396
2167,The World Is Yours,MOVIE,2018,R,94,6.3,4246
2168,Long Shot,MOVIE,2017,,40,7.4,7734
2169,Outside In,MOVIE,2018,,109,6.7,4611
2170,The Queen of Flow,SHOW,2018,TV-MA,45,7.7,1202
2171,Cupcake & Dino - General Services,SHOW,2018,TV-Y7,16,7.5,663
2172,Next Gen,MOVIE,2018,PG,90,6.6,16964
2173,The Saint,MOVIE,2017,PG-13,92,4.9,6555
2174,Voyeur,MOVIE,2017,R,95,6.2,5922
2175,Daniel Sloss: Live Shows,SHOW,2018,TV-MA,60,8.5,3387
2176,Warrior,SHOW,2018,TV-MA,42,6.7,1966
2177,Get Me Roger Stone,MOVIE,2017,,100,7.4,7333
2178,Surviving Escobar - Alias JJ,SHOW,2017,TV-MA,42,7.7,985
2179,Bangkok Love Stories 2: Innocence,SHOW,2018,,47,6.7,199
2180,Children of the Whales,SHOW,2017,TV-14,24,7.1,1524
2181,Hey Arnold! The Jungle Movie,MOVIE,2017,,81,7.5,3139
2182,Irreplaceable You,MOVIE,2018,,96,6.4,9442
2183,Dogs of Berlin,SHOW,2018,TV-MA,60,7.5,12453
2184,Free Rein,SHOW,2017,TV-G,28,7,2062
2185,Amar,MOVIE,2017,,105,5.1,4397
2186,Tig Notaro: Happy To Be Here,MOVIE,2018,,58,6.6,1327
2187,Carrie Pilby,MOVIE,2017,,98,6.7,11311
2188,Luis Miguel: The Series,SHOW,2018,TV-14,56,8,4556
2189,Cyborg 009: Call of Justice,SHOW,2017,TV-14,24,5.7,217
2190,Cocaine Coast,SHOW,2018,TV-MA,67,7.9,3696
2191,Fun Mom Dinner,MOVIE,2017,R,81,5.3,5509
2192,Bumping Mics with Jeff Ross & Dave Attell,SHOW,2018,TV-MA,34,7.7,1145
2193,I Am Jonas,MOVIE,2018,,82,7,5598
2194,Springsteen On Broadway,MOVIE,2018,,153,8.5,2178
2195,Ultraviolet,SHOW,2017,TV-MA,46,7,1573
2196,Hot Girls Wanted: Turned On,SHOW,2017,TV-MA,47,6.6,2168
2197,7 Days Out,SHOW,2018,TV-PG,50,6.8,531
2198,Greenhouse Academy,SHOW,2017,TV-PG,23,6.6,5967
2199,Hi Score Girl,SHOW,2018,TV-PG,27,8,1952
2200,Te Ata,MOVIE,2017,PG,105,7.4,736
2201,Cuba and the Cameraman,MOVIE,2017,,113,8.3,4715
2202,Indian Horse,MOVIE,2018,PG-13,105,7.3,2105
2203,I Am Not an Easy Man,MOVIE,2018,,98,6.3,14146
2204,The Forgiven,MOVIE,2018,R,115,5.9,2427
2205,Samurai Gourmet,SHOW,2017,,22,8.1,2053
2206,Final Fantasy XIV: Dad of Light,SHOW,2017,TV-PG,30,7.2,592
2207,Car Masters: Rust to Riches,SHOW,2018,TV-PG,39,8.4,10024
2208,You Get Me,MOVIE,2017,,89,4.7,12740
2209,The Climb,MOVIE,2017,,103,6.9,7383
2210,Sparta,SHOW,2018,TV-MA,53,6.6,443
2211,Sarah Silverman: A Speck of Dust,MOVIE,2017,,71,6.9,3711
2212,Re: Mind,SHOW,2017,TV-MA,23,4.9,1531
2213,Lego Jurassic World: The Secret Exhibit,SHOW,2018,TV-Y,22,6.2,244
2214,Hasan Minhaj: Homecoming King,MOVIE,2017,,72,8.2,7120
2215,Ingobernable,SHOW,2017,TV-MA,40,7.2,3052
2216,If I Hadn't Met You,SHOW,2018,TV-MA,52,7.7,2283
2217,Creeped Out,SHOW,2017,TV-PG,25,6.5,1826
2218,Modest Heroes,MOVIE,2018,PG,53,6.6,2646
2219,Girlboss,SHOW,2017,TV-MA,27,7,17525
2220,Spy Kids: Mission Critical,SHOW,2018,TV-Y7,25,5.2,372
2221,Mercury 13,MOVIE,2018,NC-17,79,6.9,1160
2222,The Royal House of Windsor,SHOW,2017,TV-14,49,7.3,1541
2223,The Fortress,MOVIE,2017,,140,6.8,2435
2224,When Heroes Fly,SHOW,2018,,48,7.1,3123
2225,Godzilla: City on the Edge of Battle,MOVIE,2018,PG-13,105,5.8,4824
2226,Flint Town,SHOW,2018,TV-MA,45,7.9,3633
2227,Quincy,MOVIE,2018,,124,7.6,4488
2228,Struggle: The Life and Lost Art of Szukalski,MOVIE,2018,,104,7.9,4082
2229,The Outcasts,MOVIE,2017,PG-13,95,5.4,4426
2230,The Invisible Guardian,MOVIE,2017,,129,6.4,15541
2231,Bending the Arc,MOVIE,2017,,102,8,314
2232,A.I.C.O. -Incarnation-,SHOW,2018,TV-14,24,6.3,1189
2233,Eternal Love,SHOW,2017,TV-14,45,8.4,2214
2234,"Take the Ball, Pass the Ball",MOVIE,2018,,107,8,3064
2235,Polly Pocket,SHOW,2018,,13,5.9,119
2236,Adam Sandler: 100% Fresh,MOVIE,2018,R,73,7.5,5096
2237,Pop Team Epic,SHOW,2018,TV-MA,23,6.9,815
2238,An Imperfect Murder,MOVIE,2017,R,71,3.1,1594
2239,Mike Birbiglia: Thank God for Jokes,MOVIE,2017,,71,7.4,2465
